27 211.94
26 118.50
25 135.28
24 127.75
23 127.00
22 145.00
21 93.21
20 106.94
19 86.81
18 65.24
17 91.60
16 123.57
15 102.01
14 113.95
13 97.89
12 100.07
11 70.33
10 80.27
9 104.79
8 104.73
7 65.72
6 87.12
5 71.68
4 82.32
3 58.78
2 77.24
1 90.49
